query	volume	old_landing_url	new_landing_url	old_page_type	menu_group	category	subcategory	page_level	matched_dimensions	matched_values	reason	source_file
сделать промт описание по фото онлайн	10	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты на генерирование фото с парнем	10	/promty-dlya-foto-s-parnem/	/promty-dlya-foto-s-parnem/	programmatic_L1	Люди и отношения	С парнем	Общие	L1	audience_tag	s_parnem	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для группового семейного фото	9	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/	programmatic_L1	Люди и отношения	Семья	Общие	L1	audience_tag	semya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
нейросеть изменить фото по промту	9	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото мамы с ребенком	9	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото с чебурашкой	9	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
идеи промтов для фото женщины	9	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в горнолыжном костюме	9	/zimnie/	/zimnie/	programmatic_L1	Сцены и объекты	Зима	Общие	L1	object_tag	zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для креативного мужского фото	9	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото военного и его жены	9	/v-forme/	/v-forme/	programmatic_L1	Сцены и объекты	В форме	Общие	L1	object_tag	v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для gemini детские фото	9	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на фото с жириновским	9	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт сделать вязаное фото	9	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото со снегом	9	/zimnie/	/zimnie/	programmatic_L1	Сцены и объекты	Зима	Общие	L1	object_tag	zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для генерации фото ии	9	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/gotovye/	static_hub	Сценарии	Создание фото	Готовые промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промты для обработки фото телеграм	9	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для стильного черно белого фото	9	/stil/cherno-beloe/	/stil/cherno-beloe/	programmatic_L1	Стили	Черно-белое	Общие	L1	style_tag	cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
фото девушки с доберманом промт	9	/promty-dlya-foto-devushki/s-sobakoj/	/promty-dlya-foto-devushki/s-sobakoj/	programmatic_L2	Люди и отношения	Девушки	С собакой	L2	audience_tag+object_tag	devushka+s_sobakoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
топ промтов для обработки фото	9	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/luchshie/	static_hub	Сценарии	Обработка фото	Лучшие промты	L2	intent_action=obrabotka	intent_action=obrabotka	core semantic page + editorial modifier luchshie	wordstat_top_queries (1).csv
промт для редактирования фото на паспорт	9	/foto-na-pasport/	/foto-na-pasport/	programmatic_L1	Задачи	На паспорт	Общие	L1	doc_task_tag	na_pasport	mapped to canonical semantic hub	wordstat_top_queries (1).csv
семейная фотосессия нейросеть черно белое фото промт	9	/promty-dlya-semejnogo-foto/cherno-beloe/	/promty-dlya-semejnogo-foto/cherno-beloe/	programmatic_L2	Люди и отношения	Семья	Черно-белое	L2	audience_tag+style_tag	semya+cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото с военным на небесах	9	/v-forme/	/v-forme/	programmatic_L1	Сцены и объекты	В форме	Общие	L1	object_tag	v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты черно белое фото девушки	9	/promty-dlya-foto-devushki/cherno-beloe/	/promty-dlya-foto-devushki/cherno-beloe/gotovye/	programmatic_L2	Люди и отношения	Девушки	Готовые промты	L3	audience_tag+style_tag	devushka+cherno_beloe	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
бесплатная нейросеть для изменения фото по промту	9	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для наложения эффектов на фото	9	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на ии красивое фото с авто	9	/s-mashinoy/	/s-mashinoy/krasivye/	programmatic_L1	Сцены и объекты	С машиной	Красивые промты	L2	object_tag	s_mashinoy	core semantic page + editorial modifier krasivye	wordstat_top_queries (1).csv
промты для детских фото бесплатно	9	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото влюбленный взгляд	9	/promty-dlya-foto-vlyublennykh/	/promty-dlya-foto-vlyublennykh/	programmatic_L1	Люди и отношения	Влюбленные	Общие	L1	audience_tag	vlyublennykh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии фото селфи на пляже	9	/stil/selfi/na-more/	/stil/selfi/na-more/	programmatic_L2	Стили	Селфи	На море	L2	style_tag+object_tag	selfi+na_more	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото как для холста семьи	9	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/	programmatic_L1	Люди и отношения	Семья	Общие	L1	audience_tag	semya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
идеи для фото промтов мужских	9	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото женщина в огне паника	9	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фотосессии нейросети свадьба фото невесты	9	/sobytiya/svadba/	/sobytiya/svadba/	programmatic_L1	События	Свадьба	Общие	L1	occasion_tag	svadba	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт гемини для переделки фото	9	/promty-dlya-obrabotki-foto/	/instrumenty/gemini/	static_hub	Инструменты	Gemini	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт на фото с сыном чб	9	/promty-dlya-foto-s-synom/cherno-beloe/	/promty-dlya-foto-s-synom/cherno-beloe/	programmatic_L2	Люди и отношения	С сыном	Черно-белое	L2	audience_tag+style_tag	s_synom+cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии фото с знаменитости	8	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт сделать фото в стиле лав ис	8	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
идеи промтов для фото для пар	8	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото на горнолыжном курорте	8	/zimnie/	/zimnie/	programmatic_L1	Сцены и объекты	Зима	Общие	L1	object_tag	zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания комикса из фото	8	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт девушка фото со студии	8	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото лов ис	8	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии для фото свадьбы	8	/sobytiya/svadba/	/sobytiya/svadba/	programmatic_L1	События	Свадьба	Общие	L1	occasion_tag	svadba	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото авто	8	/s-mashinoy/	/s-mashinoy/	programmatic_L1	Сцены и объекты	С машиной	Общие	L1	object_tag	s_mashinoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты на английском для фото пар	8	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в стиле ловис	8	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для обработки фото еды	8	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовый промт для генерации фото пары	8	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/gotovye/	static_hub	Сценарии	Создание фото	Готовые промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
винтажное фото на 8 марта промт	8	/sobytiya/8-marta/retro/	/sobytiya/8-marta/retro/	programmatic_L2	События	8 марта	Ретро	L2	occasion_tag+style_tag	8_marta+retro	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото со знаменитостью полароид	8	/stil/polaroid/so-znamenitostyu/	/stil/polaroid/so-znamenitostyu/	programmatic_L2	Стили	Полароид	Со знаменитостью	L2	style_tag+object_tag	polaroid+so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для нано банано фото с путиным	8	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для нейросети для фото со звездой	8	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото с лыжами	8	/zimnie/	/zimnie/	programmatic_L1	Сцены и объекты	Зима	Общие	L1	object_tag	zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото нейросети женщина 60	8	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
прикольные промты для фото мужчин	8	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото делового мужского	8	/promty-dlya-foto-muzhchiny/delovoe/	/promty-dlya-foto-muzhchiny/delovoe/	programmatic_L2	Люди и отношения	Мужчины	Деловое	L2	audience_tag+style_tag	muzhchina+delovoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото на паспорт chatgpt	8	/foto-na-pasport/	/foto-na-pasport/	programmatic_L1	Задачи	На паспорт	Общие	L1	doc_task_tag	na_pasport	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для парной фото чб	8	/stil/cherno-beloe/	/stil/cherno-beloe/	programmatic_L1	Стили	Черно-белое	Общие	L1	style_tag	cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для парных чб фото	8	/promty-dlya-foto-par/cherno-beloe/	/promty-dlya-foto-par/cherno-beloe/	programmatic_L2	Люди и отношения	Пары	Черно-белое	L2	audience_tag+style_tag	para+cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на фото китайский новый год	8	/sobytiya/novyj-god/	/sobytiya/novyj-god/	programmatic_L1	События	Новый год	Общие	L1	occasion_tag	novyy_god	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото мамы с подростком	8	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для редактирования фото в гпт	8	/promty-dlya-obrabotki-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
чат gpt генерация фото по промту	8	/promty-dlya-sozdaniya-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт на генерацию фото военные с девушкой	8	/promty-dlya-foto-devushki/v-forme/	/promty-dlya-foto-devushki/v-forme/	programmatic_L2	Люди и отношения	Девушки	В форме	L2	audience_tag+object_tag	devushka+v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для гпт фото со знаменитостью	8	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
уже написанные промты для обработки своего фото	8	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
сделать фото с помощью промта бесплатно онлайн	8	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото российского офицера в нейросети	8	/v-forme/	/v-forme/	programmatic_L1	Сцены и объекты	В форме	Общие	L1	object_tag	v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для обработки фото в стиле ссср	8	/stil/sovetskoe/	/stil/sovetskoe/	programmatic_L1	Стили	Советское	Общие	L1	style_tag	sovetskoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для генерации фото картинок	8	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/gotovye/	static_hub	Сценарии	Создание фото	Готовые промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промт для фото с макгрегором	8	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото в лифте	7	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для изменения фото в стиле аниме	7	/stil/anime/	/stil/anime/	programmatic_L1	Стили	Аниме	Общие	L1	style_tag	anime	mapped to canonical semantic hub	wordstat_top_queries (1).csv
ии редактор фото по промту бесплатно	7	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для создание фото на медика	7	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт сделать свое фото в мультяшном стиле	7	/stil/multyashnoe/	/stil/multyashnoe/	programmatic_L1	Стили	Мультяшное	Общие	L1	style_tag	multyashnoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для свадебных зимних фото	7	/sobytiya/svadba/zimnie/	/sobytiya/svadba/zimnie/	programmatic_L2	События	Свадьба	Зима	L2	occasion_tag+object_tag	svadba+zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на совместное фото на день влюбленных	7	/promty-dlya-foto-par/14-fevralya/	/promty-dlya-foto-par/14-fevralya/	programmatic_L2	Люди и отношения	Пары	14 февраля	L2	audience_tag+occasion_tag	para+14_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото 70 лет мужчине	7	/promty-dlya-foto-muzhchiny/den-rozhdeniya/	/promty-dlya-foto-muzhchiny/den-rozhdeniya/	programmatic_L2	Люди и отношения	Мужчины	День рождения	L2	audience_tag+occasion_tag	muzhchina+den_rozhdeniya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото пожилой пары весенние описание	7	/vesennie/	/vesennie/	programmatic_L1	Сцены и объекты	Весна	Общие	L1	object_tag	vesna	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото парня зимние	7	/zimnie/	/zimnie/	programmatic_L1	Сцены и объекты	Зима	Общие	L1	object_tag	zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нейросети для обработки фото смешные	7	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото с подругой с бутылкой шампанского	7	/promty-dlya-foto-s-podrugoy/	/promty-dlya-foto-s-podrugoy/	programmatic_L1	Люди и отношения	С подругой	Общие	L1	audience_tag	s_podrugoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
редактировать фото по промту ии	7	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для редактирования фото в нано банана	7	/promty-dlya-obrabotki-foto/	/instrumenty/nano-banana/	static_hub	Инструменты	Nano Banana	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для gemini фото с знаменитостью	7	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
создать промт по фото аи	7	/promty-dlya-sozdaniya-foto/	/	static_hub	Главная	Главная	Из фото в промт	home	intent_action=sozdanie	intent_action=sozdanie	extract-prompt-from-photo queries go to homepage	wordstat_top_queries (1).csv
промт на генерацию фото лов ис	7	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото рождество	7	/sobytiya/novyj-god/	/sobytiya/novyj-god/	programmatic_L1	События	Новый год	Общие	L1	occasion_tag	novyy_god	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото по месяцам малышу	7	/promty-dlya-foto-malysha/	/promty-dlya-foto-malysha/	programmatic_L1	Люди и отношения	Малыши	Общие	L1	audience_tag	malysh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для совместных фото с другом	7	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
тренд с собакой фото промт	7	/s-sobakoj/	/s-sobakoj/	programmatic_L1	Сцены и объекты	С собакой	Общие	L1	object_tag	s_sobakoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты на качественную обработку фото	7	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
сайт для создания промтов по фото	7	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото ребенку футболисту	7	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото с собакой chatgpt	7	/s-sobakoj/	/s-sobakoj/	programmatic_L1	Сцены и объекты	С собакой	Общие	L1	object_tag	s_sobakoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
фото с отца взрослым сыном промт ии	7	/promty-dlya-foto-s-papoy/	/promty-dlya-foto-s-papoy/	programmatic_L1	Люди и отношения	С папой	Общие	L1	audience_tag	s_papoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для совместного фото с сво	7	/promty-dlya-foto-par/v-forme/	/promty-dlya-foto-par/v-forme/	programmatic_L2	Люди и отношения	Пары	В форме	L2	audience_tag+object_tag	para+v_forme	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в стиле гта 6	7	/stil/gta/	/stil/gta/	programmatic_L1	Стили	GTA	Общие	L1	style_tag	gta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на фото чат парное фото	7	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для генерации мужских фото	7	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/gotovye/	programmatic_L1	Люди и отношения	Мужчины	Готовые промты	L2	audience_tag	muzhchina	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промт фото счастливой женщины	7	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для реалистичной фото как настоящая	7	/stil/realistichnoe/	/stil/realistichnoe/	programmatic_L1	Стили	Реалистичное	Общие	L1	style_tag	realistichnoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для создания фото пары	7	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/gotovye/	static_hub	Сценарии	Создание фото	Готовые промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промт для создания фото ссср	7	/stil/sovetskoe/	/stil/sovetskoe/	programmatic_L1	Стили	Советское	Общие	L1	style_tag	sovetskoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для красивых мужских фото	7	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/krasivye/	programmatic_L1	Люди и отношения	Мужчины	Красивые промты	L2	audience_tag	muzhchina	core semantic page + editorial modifier krasivye	wordstat_top_queries (1).csv
промт фото пары близко лица чб	7	/stil/cherno-beloe/	/stil/cherno-beloe/	programmatic_L1	Стили	Черно-белое	Общие	L1	style_tag	cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для свадебного фото старого	7	/sobytiya/svadba/	/sobytiya/svadba/	programmatic_L1	События	Свадьба	Общие	L1	occasion_tag	svadba	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для прикольной обработки фото	7	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для создания фото новорожденного	7	/promty-dlya-foto-malysha/	/promty-dlya-foto-malysha/	programmatic_L1	Люди и отношения	Малыши	Общие	L1	audience_tag	malysh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты фото девушки в снежных горах	7	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт новогоднее фото в стиле ссср	7	/sobytiya/novyj-god/sovetskoe/	/sobytiya/novyj-god/sovetskoe/	programmatic_L2	События	Новый год	Советское	L2	occasion_tag+style_tag	novyy_god+sovetskoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
фото мамы со взрослой дочкой промт	7	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для редакторов фото для турагентов	7	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
тренды промты для генерации фото	7	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
фото с кумиром на полароид промт	7	/stil/polaroid/so-znamenitostyu/	/stil/polaroid/so-znamenitostyu/	programmatic_L2	Стили	Полароид	Со знаменитостью	L2	style_tag+object_tag	polaroid+so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты на студийные фото девушек обычные	7	/promty-dlya-foto-devushki/studiynoe/	/promty-dlya-foto-devushki/studiynoe/	programmatic_L2	Люди и отношения	Девушки	Студийное	L2	audience_tag+style_tag	devushka+studiynoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
